,Product,Instant_Liking,q1_1_personal_opinion_of_this_Deodorant,q2_all_words,q3_1_strength_of_the_Deodorant,q4_1_artificial_chemical,q4_2_attractive,q4_3_bold,q4_4_boring,q4_5_casual,q4_6_cheap,q4_7_clean,q4_8_easy_to_wear,q4_9_elegant,typ
1059,Deodorant G,0,6,0,4,1,5,2,1,5,1,5,4,4,2.0
1060,Deodorant G,0,6,0,4,2,4,4,1,1,4,4,4,1,2.0
1061,Deodorant G,0,7,1,5,3,3,3,2,3,1,5,5,4,2.0
1062,Deodorant G,0,6,2,3,5,3,5,2,5,2,3,4,5,2.0
1063,Deodorant G,1,3,0,3,2,4,3,2,5,4,4,1,3,2.0
1064,Deodorant G,0,6,2,3,1,3,4,2,5,1,5,4,4,2.0
1065,Deodorant G,0,6,0,3,1,4,3,4,2,1,3,5,4,2.0
1066,Deodorant G,0,6,0,3,2,5,4,3,1,4,5,5,4,2.0
1067,Deodorant G,1,1,0,3,4,5,5,1,1,1,3,5,5,2.0
1068,Deodorant G,0,7,1,2,3,4,4,1,5,4,5,5,3,2.0
1069,Deodorant G,0,6,3,3,3,3,3,2,3,3,5,2,2,2.0
1070,Deodorant G,0,6,2,4,3,5,5,3,3,2,5,5,4,2.0
1071,Deodorant G,1,4,1,5,1,5,1,1,4,5,1,1,2,2.0
1072,Deodorant G,1,2,0,3,5,5,3,3,1,1,3,2,5,2.0
1073,Deodorant G,1,4,1,3,5,3,4,1,4,2,4,2,3,2.0
1074,Deodorant G,1,1,1,3,1,4,4,3,2,2,3,5,5,2.0
1075,Deodorant G,0,6,2,3,1,3,2,3,3,3,4,5,3,2.0
1076,Deodorant G,0,6,1,3,1,3,4,4,3,1,4,5,5,2.0
1077,Deodorant G,0,5,2,3,2,3,4,4,3,2,2,5,3,2.0
1078,Deodorant G,0,6,0,3,4,4,2,5,2,1,5,1,5,2.0
1079,Deodorant G,0,6,1,4,1,1,5,1,1,2,4,5,5,2.0
1080,Deodorant G,1,2,2,3,1,5,1,1,3,3,4,1,2,2.0
1081,Deodorant G,0,6,1,4,2,5,3,2,5,2,4,1,4,2.0
1082,Deodorant G,0,5,1,4,1,1,4,1,4,1,2,5,5,2.0
1083,Deodorant G,0,7,1,3,2,2,3,2,3,1,5,5,4,2.0
1084,Deodorant G,0,5,0,3,2,1,1,1,4,2,3,5,5,2.0
1085,Deodorant G,0,7,1,3,1,3,3,1,4,1,2,5,5,2.0
1086,Deodorant G,0,5,0,3,1,2,5,5,4,4,1,3,5,2.0
1087,Deodorant G,0,5,1,5,1,5,2,1,3,5,5,5,4,2.0
1088,Deodorant G,0,6,1,3,2,5,3,1,1,3,5,5,4,2.0
1089,Deodorant G,0,5,1,1,1,3,5,5,5,2,2,1,4,2.0
1090,Deodorant G,1,4,0,2,4,3,4,2,2,3,4,2,3,2.0
1091,Deodorant G,1,4,2,3,4,4,4,2,5,1,3,4,1,2.0
1092,Deodorant G,0,5,0,4,1,5,1,2,1,2,4,2,4,2.0
1093,Deodorant G,0,7,1,3,5,5,4,2,1,2,2,5,5,2.0
1094,Deodorant G,0,5,0,3,2,5,5,2,3,1,3,5,5,2.0
1095,Deodorant G,0,5,0,3,1,4,4,3,3,2,3,2,5,2.0
1096,Deodorant G,0,7,2,3,1,5,3,3,3,3,5,4,4,2.0
1097,Deodorant G,0,6,1,3,5,3,5,1,4,1,4,5,3,2.0
1098,Deodorant G,1,3,1,1,4,4,3,1,3,4,5,1,4,2.0
1099,Deodorant G,0,6,3,1,2,1,2,1,3,2,5,5,3,2.0
1100,Deodorant G,0,6,2,4,1,4,3,2,4,3,4,5,2,2.0
1101,Deodorant G,1,4,1,3,2,3,5,1,2,5,3,3,3,2.0
1102,Deodorant G,0,5,0,3,1,3,4,2,2,5,5,5,4,2.0
1103,Deodorant G,0,7,1,3,5,1,4,3,2,3,3,2,3,2.0
1104,Deodorant G,0,7,1,4,1,3,1,1,5,5,3,5,3,2.0
1105,Deodorant G,0,5,1,3,1,1,3,2,5,1,4,5,3,2.0
1106,Deodorant G,0,6,2,2,1,4,1,1,1,1,3,3,4,2.0
1107,Deodorant G,0,6,2,3,3,5,3,3,4,3,5,4,5,2.0
1108,Deodorant G,0,7,1,2,5,5,2,2,4,2,2,3,5,2.0
1109,Deodorant G,0,5,1,3,5,5,3,2,2,3,3,4,5,2.0
1110,Deodorant G,1,4,0,4,3,3,5,3,4,3,5,3,3,2.0
1111,Deodorant G,0,7,2,4,2,2,1,1,1,5,5,4,4,2.0
1112,Deodorant G,0,6,0,3,4,3,1,5,2,1,5,3,3,2.0
1113,Deodorant G,0,7,2,3,4,4,4,1,3,1,4,4,3,2.0
1114,Deodorant G,0,7,2,3,3,5,5,2,4,2,4,3,2,2.0
1115,Deodorant G,1,4,1,3,1,5,2,4,4,1,1,5,4,2.0
1116,Deodorant G,1,3,2,3,4,3,5,1,5,3,4,1,3,2.0
1117,Deodorant G,0,6,1,3,2,1,1,1,5,1,2,1,5,2.0
1118,Deodorant G,0,6,3,3,1,5,5,2,3,1,3,2,5,2.0
1119,Deodorant G,0,7,1,3,1,3,4,1,4,1,1,1,5,2.0
1120,Deodorant G,1,3,1,2,3,5,1,2,4,2,5,5,4,2.0
1121,Deodorant G,0,6,1,3,2,4,4,2,4,2,3,1,5,2.0
1122,Deodorant G,0,7,1,3,1,5,3,3,4,1,4,4,1,2.0
1123,Deodorant G,1,4,1,2,3,4,5,3,3,1,5,5,3,2.0
1124,Deodorant G,0,6,1,3,1,4,5,5,4,2,3,5,4,2.0
1125,Deodorant G,1,4,1,4,4,2,3,1,5,1,5,5,4,2.0
1126,Deodorant G,0,6,0,3,1,4,3,2,5,1,4,5,5,2.0
1127,Deodorant G,0,5,0,3,2,5,4,4,4,5,5,4,5,2.0
1128,Deodorant G,0,7,3,3,1,5,4,1,4,1,5,1,5,2.0
1129,Deodorant G,1,4,1,3,3,4,4,1,4,2,4,4,4,2.0
1130,Deodorant G,0,7,2,3,1,5,3,1,4,2,3,1,5,2.0
1131,Deodorant G,0,6,1,4,1,5,3,1,3,4,5,4,4,2.0
1132,Deodorant G,0,6,2,3,2,4,5,5,5,3,4,4,3,2.0
1133,Deodorant G,1,4,1,3,2,3,3,2,2,3,4,4,3,2.0
1134,Deodorant G,0,7,3,3,4,4,2,1,4,2,3,4,4,2.0
1135,Deodorant G,0,6,1,3,2,4,3,3,5,3,5,5,1,2.0
1136,Deodorant G,0,5,1,4,3,5,5,5,1,1,5,5,4,2.0
1137,Deodorant G,0,6,3,3,1,4,4,3,2,2,4,4,4,2.0
1138,Deodorant G,0,6,3,4,1,4,1,1,4,4,1,3,5,2.0
1139,Deodorant G,0,5,1,3,3,5,3,2,3,3,3,1,3,2.0
1140,Deodorant G,1,4,1,3,4,5,5,2,1,4,3,4,4,2.0
1141,Deodorant G,1,3,0,2,4,5,1,4,5,1,5,5,2,2.0
1142,Deodorant G,1,4,2,3,2,2,5,2,5,2,1,2,2,2.0
1143,Deodorant G,0,7,2,4,1,4,4,1,3,1,3,5,3,2.0
1144,Deodorant G,0,6,3,3,1,5,5,4,3,1,3,5,4,2.0
1145,Deodorant G,1,4,0,3,3,5,3,3,5,2,4,5,3,2.0
1146,Deodorant G,0,6,2,3,3,5,2,1,5,3,1,2,1,2.0
1147,Deodorant G,0,5,1,3,4,5,4,2,5,4,3,4,5,2.0
1148,Deodorant G,0,5,1,3,4,3,1,2,5,2,4,5,5,2.0
1149,Deodorant G,0,6,2,5,4,3,1,1,3,3,5,1,5,2.0
1150,Deodorant G,0,5,0,3,1,3,4,1,4,1,4,3,3,2.0
1151,Deodorant G,0,5,2,3,3,4,4,2,5,1,4,2,4,2.0
1152,Deodorant G,0,6,0,3,4,4,2,1,3,2,5,5,3,2.0
1153,Deodorant G,0,5,0,3,3,3,3,2,2,3,2,3,5,2.0
1154,Deodorant G,1,4,0,5,2,3,2,2,3,2,4,5,5,2.0
1155,Deodorant G,1,2,0,3,5,3,4,2,2,2,5,5,3,2.0
1156,Deodorant G,1,2,0,3,3,4,5,2,4,2,1,4,5,2.0
1157,Deodorant G,0,6,0,3,3,1,1,3,1,2,4,3,5,2.0
1158,Deodorant G,0,5,1,4,2,4,5,3,4,3,4,4,2,2.0
1159,Deodorant G,0,6,1,3,3,1,5,3,3,1,5,5,5,2.0
1160,Deodorant G,1,4,1,1,1,4,3,3,3,3,5,4,3,2.0
1161,Deodorant G,0,5,2,3,2,5,1,1,5,4,5,5,4,2.0
1162,Deodorant G,1,4,2,3,3,2,4,1,5,2,4,1,1,2.0
1163,Deodorant G,0,5,2,3,5,5,3,2,1,3,5,5,4,2.0
1164,Deodorant G,0,5,0,3,4,2,4,1,4,2,5,4,1,2.0
1165,Deodorant G,0,6,2,5,1,5,3,2,4,5,5,5,5,2.0
1166,Deodorant G,0,6,1,3,3,4,1,3,3,1,4,4,5,2.0
1167,Deodorant G,0,6,0,3,4,3,4,1,2,2,4,5,4,2.0
1168,Deodorant G,0,6,4,5,2,5,3,2,5,1,4,3,5,2.0
1169,Deodorant G,0,6,2,5,2,4,3,2,5,2,5,4,5,2.0
1170,Deodorant G,0,7,1,3,4,5,4,1,2,4,4,5,3,2.0
1171,Deodorant G,0,6,1,3,1,5,3,2,1,2,2,3,2,2.0
1172,Deodorant G,0,6,0,3,5,5,5,4,4,5,4,1,1,2.0
1173,Deodorant G,0,7,1,3,3,1,4,2,5,3,4,4,3,2.0
1174,Deodorant G,0,7,1,3,1,4,3,2,4,4,3,1,4,2.0
1175,Deodorant G,0,7,2,3,2,4,5,2,5,2,1,5,3,2.0
1176,Deodorant G,1,3,3,5,1,4,1,2,4,4,5,5,5,2.0
1177,Deodorant G,0,6,2,3,3,3,5,4,2,1,5,4,4,2.0
1178,Deodorant G,1,1,1,3,1,5,5,5,3,2,5,3,4,2.0
1179,Deodorant G,0,6,1,3,3,5,5,1,4,2,5,5,1,2.0
1180,Deodorant G,0,6,0,3,5,3,5,4,4,3,5,4,4,2.0
1181,Deodorant G,0,6,0,3,4,3,5,1,5,5,4,3,4,2.0
1182,Deodorant G,1,4,2,3,1,5,3,2,3,2,5,1,5,2.0
1183,Deodorant G,1,2,2,3,1,3,2,2,4,1,5,3,4,2.0
1184,Deodorant G,1,4,1,3,2,2,3,2,5,1,3,3,5,2.0
1185,Deodorant G,0,5,2,3,4,3,4,3,3,1,5,5,5,2.0
1186,Deodorant G,0,6,1,3,4,5,4,3,3,1,5,5,4,2.0
1187,Deodorant G,0,6,2,5,1,4,5,2,4,3,4,5,4,2.0
1188,Deodorant G,1,4,2,3,2,4,3,2,2,1,2,3,1,2.0
1189,Deodorant G,0,6,2,3,1,1,4,5,2,2,5,5,2,2.0
1190,Deodorant G,0,5,2,3,4,1,4,2,4,2,3,3,5,2.0
1191,Deodorant G,0,6,1,3,2,5,2,3,4,1,5,4,5,2.0
1192,Deodorant G,0,6,0,3,5,4,3,3,5,1,2,2,5,2.0
1193,Deodorant G,0,5,3,4,4,2,4,3,3,2,3,1,4,2.0
1194,Deodorant G,0,6,1,4,1,5,3,4,5,1,5,1,5,2.0
1195,Deodorant G,0,5,0,3,2,4,1,2,5,4,5,5,4,2.0
1196,Deodorant G,0,6,0,3,4,1,1,1,4,2,5,2,4,2.0
1197,Deodorant G,0,6,3,3,1,3,5,1,1,4,1,4,5,2.0
1198,Deodorant G,0,6,2,3,4,5,3,3,1,1,2,4,4,2.0
1199,Deodorant G,1,4,0,3,2,4,4,4,2,4,5,3,2,2.0
1200,Deodorant G,0,5,0,3,2,4,5,1,2,2,5,5,4,2.0
1201,Deodorant G,0,6,1,3,2,4,5,1,4,4,5,3,5,2.0
1202,Deodorant G,0,5,2,4,2,2,3,1,1,4,3,4,1,2.0
1203,Deodorant G,0,5,1,3,1,4,3,1,5,1,2,4,4,2.0
1204,Deodorant G,0,6,0,3,3,4,4,1,1,1,3,3,5,2.0
1205,Deodorant G,0,7,2,3,1,5,5,2,2,5,1,2,5,2.0
1206,Deodorant G,0,5,1,3,5,5,4,3,5,2,2,4,5,2.0
1207,Deodorant G,0,6,2,3,4,5,4,1,5,1,5,4,4,2.0
1208,Deodorant G,0,7,2,3,5,5,4,1,3,3,4,5,4,2.0
1209,Deodorant G,0,5,1,5,2,4,5,1,4,2,3,1,3,2.0
1210,Deodorant G,0,5,1,3,3,2,4,4,4,5,5,5,5,2.0
1211,Deodorant G,0,5,2,3,1,1,3,2,3,5,1,4,3,2.0
1212,Deodorant G,0,6,1,2,1,2,5,1,3,1,4,2,5,2.0
1213,Deodorant G,1,3,1,4,4,2,2,2,5,1,4,5,2,2.0
1214,Deodorant G,0,5,2,3,1,5,5,5,3,3,3,3,5,2.0
1215,Deodorant G,0,7,1,5,1,3,2,1,5,3,4,1,5,2.0
1216,Deodorant G,0,5,0,3,1,5,4,1,3,1,1,5,4,2.0
1217,Deodorant G,0,5,1,3,2,3,4,2,2,5,3,5,4,2.0
1218,Deodorant G,0,6,3,3,4,5,3,1,4,1,3,5,5,2.0
1219,Deodorant G,0,7,1,5,5,3,4,1,5,2,4,4,5,2.0
1220,Deodorant G,0,6,2,3,5,5,4,1,3,1,2,3,5,2.0
1221,Deodorant G,0,5,1,4,1,5,5,1,4,3,4,1,3,2.0
1222,Deodorant G,0,5,1,3,1,5,4,5,4,3,3,5,5,2.0
1223,Deodorant G,0,5,1,3,2,2,5,5,2,2,5,2,3,2.0
1224,Deodorant G,0,6,0,4,5,1,1,2,5,2,5,5,5,2.0
1225,Deodorant G,0,5,2,3,3,3,3,5,4,2,3,4,3,2.0
1226,Deodorant G,0,5,0,3,3,3,5,3,2,1,4,5,3,2.0
1227,Deodorant G,0,6,1,3,1,5,5,5,4,2,5,3,5,2.0
1228,Deodorant G,0,7,1,3,4,5,3,1,4,3,4,4,5,2.0
1229,Deodorant G,0,7,1,5,1,4,4,2,4,2,3,3,4,2.0
1230,Deodorant G,0,5,0,3,1,1,4,1,1,5,5,4,5,2.0
1231,Deodorant G,0,6,2,4,1,5,4,1,1,3,4,4,3,2.0
1232,Deodorant G,1,4,0,3,3,5,2,3,4,2,3,4,5,2.0
1233,Deodorant G,0,5,3,3,1,5,5,1,2,2,4,5,1,2.0
1234,Deodorant G,0,6,0,2,5,4,5,1,4,1,3,5,1,2.0
1235,Deodorant G,0,5,1,5,1,4,4,2,5,3,4,5,4,2.0
1236,Deodorant G,1,4,0,3,5,5,2,2,5,5,4,5,4,2.0
1237,Deodorant G,0,7,2,5,4,1,3,1,5,1,5,5,4,2.0
1238,Deodorant G,1,3,0,3,2,4,2,1,5,2,4,5,2,2.0
1239,Deodorant G,0,5,2,3,3,5,5,2,3,3,4,5,3,2.0
1240,Deodorant G,1,1,2,5,1,5,2,2,4,2,1,5,3,2.0
1241,Deodorant G,0,7,3,3,5,4,2,1,2,3,3,5,1,2.0
1242,Deodorant G,0,6,1,3,4,5,1,5,5,3,2,5,2,2.0
1243,Deodorant G,0,7,1,3,3,5,5,2,4,4,4,1,1,2.0
1244,Deodorant G,0,6,1,3,1,3,3,1,5,3,4,5,5,2.0
1245,Deodorant G,0,5,2,5,2,5,4,3,4,1,4,2,5,2.0
1246,Deodorant G,0,6,2,3,5,4,3,1,5,1,4,4,4,2.0
1247,Deodorant G,0,7,2,3,2,4,4,4,3,1,5,4,2,2.0
1248,Deodorant G,0,6,0,3,5,5,4,3,3,4,5,5,1,2.0
1249,Deodorant G,0,5,1,2,4,1,1,5,2,5,5,1,1,2.0
1250,Deodorant G,0,6,3,3,1,2,4,1,4,1,4,4,3,2.0
1251,Deodorant G,1,2,0,4,1,4,4,5,4,2,4,5,2,2.0
1252,Deodorant G,0,6,1,5,1,3,5,4,5,1,1,5,1,2.0
1253,Deodorant G,0,7,1,3,2,5,4,1,5,1,3,5,4,2.0
1254,Deodorant G,1,3,1,3,4,3,4,5,2,3,4,5,2,2.0
1255,Deodorant G,0,5,0,3,4,1,5,2,3,1,1,2,1,2.0
1256,Deodorant G,0,6,1,3,2,4,3,2,5,1,3,1,4,2.0
1257,Deodorant G,0,6,1,3,1,5,4,3,5,3,5,4,5,2.0
1258,Deodorant G,0,5,1,3,5,3,5,2,1,4,4,4,4,2.0
1259,Deodorant G,0,5,1,3,2,3,3,2,4,2,3,4,3,2.0
1260,Deodorant G,1,2,1,3,5,4,1,1,2,5,5,3,3,2.0
1261,Deodorant G,1,2,2,3,1,3,4,1,5,1,5,4,5,2.0
1262,Deodorant G,1,4,1,3,4,1,1,1,4,5,3,5,3,2.0
1263,Deodorant G,0,5,1,3,2,4,4,1,4,2,5,3,1,2.0
1264,Deodorant G,1,1,2,4,1,5,5,2,2,3,5,4,5,2.0
1265,Deodorant G,0,5,2,5,3,1,1,1,5,4,3,2,1,2.0
1266,Deodorant G,0,6,1,5,1,4,5,3,5,1,4,3,2,2.0
1267,Deodorant G,1,4,1,3,1,4,4,3,5,1,3,3,3,2.0
1268,Deodorant G,0,6,0,3,2,3,4,5,5,2,5,1,1,2.0
1269,Deodorant G,0,6,1,3,1,3,4,3,4,2,5,1,5,2.0
1270,Deodorant G,0,6,2,3,1,4,3,2,4,1,4,1,4,2.0
1271,Deodorant G,1,4,1,3,2,5,1,2,3,1,2,5,4,2.0
1272,Deodorant G,0,6,1,3,2,5,4,3,4,3,3,2,4,2.0
1273,Deodorant G,0,6,1,3,5,5,4,2,2,2,4,3,4,2.0
1274,Deodorant G,0,5,1,3,3,2,4,1,5,2,5,5,4,2.0
1275,Deodorant G,0,6,0,4,2,5,5,4,2,1,4,4,4,2.0
1276,Deodorant G,1,4,1,5,4,2,4,3,4,1,5,4,4,2.0
1277,Deodorant G,0,5,1,3,3,4,2,1,1,2,5,4,4,2.0
1278,Deodorant G,1,4,1,4,1,4,5,2,4,4,3,5,4,2.0
1279,Deodorant G,1,2,2,3,2,1,1,1,4,1,5,5,1,2.0
1280,Deodorant G,0,6,1,3,1,3,5,2,3,2,3,5,3,2.0
1281,Deodorant G,1,4,2,5,3,4,5,1,3,1,4,4,1,2.0
1282,Deodorant G,1,4,0,3,1,4,3,3,4,1,4,3,5,2.0
1283,Deodorant G,1,3,1,3,3,3,5,3,5,1,4,5,5,2.0
1284,Deodorant G,0,5,1,4,2,5,2,1,3,5,4,2,1,2.0
1285,Deodorant G,1,2,3,2,1,5,4,1,5,1,4,2,5,2.0
1286,Deodorant G,0,5,2,4,5,5,5,2,5,2,1,4,4,2.0
1287,Deodorant G,0,7,2,4,5,4,4,2,3,1,3,2,4,2.0
1288,Deodorant G,1,1,1,5,1,2,4,2,2,2,5,5,1,2.0
1289,Deodorant G,0,6,1,3,3,4,3,3,4,3,1,5,5,2.0
1290,Deodorant G,0,5,0,3,2,5,2,4,3,3,5,3,2,2.0
1291,Deodorant G,1,4,1,4,3,4,5,2,4,2,2,5,4,2.0
1292,Deodorant G,1,1,2,3,1,4,5,5,4,5,5,5,3,2.0
1293,Deodorant G,1,4,0,3,1,5,4,2,4,3,5,2,3,2.0
1294,Deodorant G,0,7,3,3,3,1,4,1,4,1,4,3,5,2.0
1295,Deodorant G,0,6,0,4,2,3,5,3,2,5,5,1,4,2.0
1296,Deodorant G,1,2,2,4,2,2,5,5,4,1,2,5,4,2.0
1297,Deodorant G,1,4,2,3,4,5,3,1,3,3,5,5,3,2.0
1298,Deodorant G,1,4,1,3,5,4,5,1,4,1,5,1,2,2.0
1299,Deodorant G,0,5,1,3,2,3,5,2,4,1,5,1,1,2.0
1300,Deodorant G,0,5,1,4,1,3,3,3,2,1,3,2,4,2.0
1301,Deodorant G,0,6,1,4,5,2,4,4,1,2,3,5,5,2.0
1302,Deodorant G,0,5,1,3,2,4,2,3,4,3,5,5,4,2.0
1303,Deodorant G,0,6,0,3,1,4,5,3,4,1,4,5,3,2.0
1304,Deodorant G,0,7,2,3,1,1,3,3,3,1,5,5,5,2.0
1305,Deodorant G,0,5,1,3,1,1,5,1,2,1,2,5,5,2.0
1306,Deodorant G,0,5,2,4,2,3,2,2,4,2,1,5,4,2.0
1307,Deodorant G,1,1,1,5,2,5,1,2,5,1,4,1,4,2.0
1308,Deodorant G,0,6,1,3,2,4,1,1,4,2,2,5,2,2.0
1309,Deodorant G,0,5,1,3,1,4,3,3,2,5,5,5,1,2.0
1310,Deodorant G,1,1,0,3,1,5,5,1,1,2,4,4,5,2.0
1311,Deodorant G,0,5,2,3,3,4,5,1,5,1,5,5,4,2.0
1312,Deodorant G,0,6,0,5,1,5,2,3,4,5,5,5,3,2.0
1313,Deodorant G,0,6,2,3,1,2,4,1,3,2,5,4,4,2.0
1314,Deodorant G,0,7,0,4,3,4,5,3,5,2,4,1,5,2.0
1315,Deodorant G,0,6,1,4,4,5,3,4,5,2,5,5,5,2.0
1316,Deodorant G,1,4,3,3,1,4,1,1,4,1,4,4,2,2.0
1317,Deodorant G,0,6,0,3,5,1,2,2,2,2,5,5,3,2.0
1318,Deodorant G,0,7,0,4,1,5,3,3,3,2,4,1,3,2.0
1319,Deodorant G,1,2,0,4,2,4,3,2,5,1,2,5,5,2.0
1320,Deodorant G,1,1,2,3,1,5,4,4,3,2,4,5,3,2.0
1321,Deodorant G,0,7,1,5,2,5,4,2,3,2,5,5,1,2.0
1322,Deodorant G,0,6,0,5,2,5,4,5,4,2,4,1,5,2.0
1323,Deodorant G,0,7,2,3,2,4,2,1,4,1,4,5,5,2.0
1324,Deodorant G,0,7,2,4,2,5,5,1,5,2,3,5,3,2.0
1325,Deodorant G,0,6,1,5,1,5,5,2,3,3,5,5,1,2.0
1326,Deodorant G,0,5,0,3,4,5,4,2,5,1,5,5,4,2.0
1327,Deodorant G,0,7,3,5,3,4,2,1,5,1,3,4,4,2.0
1328,Deodorant G,1,2,0,3,3,4,1,1,1,1,3,3,5,2.0
1329,Deodorant G,1,3,1,5,3,2,1,2,4,2,4,4,4,2.0
1330,Deodorant G,0,6,2,5,2,4,2,1,4,1,2,4,3,2.0
1331,Deodorant G,0,6,2,5,1,4,4,2,2,5,3,5,4,2.0
1332,Deodorant G,0,5,0,3,3,4,5,2,4,2,5,3,4,2.0
1333,Deodorant G,0,5,3,3,2,3,5,2,2,2,5,4,5,2.0
1334,Deodorant G,0,7,2,4,3,4,4,4,4,1,4,4,5,2.0
1335,Deodorant G,0,5,0,3,1,3,1,3,3,4,4,5,4,2.0
1336,Deodorant G,0,6,2,4,1,1,5,1,1,4,4,4,4,2.0
1337,Deodorant G,0,6,1,4,5,5,3,1,2,1,3,5,3,2.0
1338,Deodorant G,0,5,1,5,1,4,5,1,3,1,5,5,1,2.0
1339,Deodorant G,1,4,1,3,1,2,4,1,5,3,5,4,3,2.0
1340,Deodorant G,1,4,1,3,3,4,5,1,3,5,1,4,1,2.0
1341,Deodorant G,0,5,0,3,2,5,4,2,4,1,5,3,4,2.0
1342,Deodorant G,1,3,1,3,5,4,4,2,4,4,1,5,5,2.0
1343,Deodorant G,0,5,0,3,2,3,4,3,5,3,4,4,3,2.0
1344,Deodorant G,0,5,2,3,3,4,5,3,4,4,5,4,5,2.0
1345,Deodorant G,0,6,0,2,2,5,2,1,1,3,1,1,3,2.0
1346,Deodorant G,0,7,0,3,1,5,5,3,2,2,5,5,4,2.0
1347,Deodorant G,1,4,2,3,5,5,5,2,3,3,3,5,5,2.0
1348,Deodorant G,1,1,1,3,1,4,5,2,4,1,1,5,2,2.0
1349,Deodorant G,0,6,1,4,2,4,5,3,1,2,5,5,4,2.0
1350,Deodorant G,0,5,3,3,2,5,4,3,5,2,5,4,4,2.0
1351,Deodorant G,0,5,1,3,3,3,3,2,1,3,4,5,2,2.0
1352,Deodorant G,1,4,2,5,3,3,2,2,3,3,4,4,3,2.0
1353,Deodorant G,0,6,1,3,4,5,1,1,3,5,4,5,5,2.0
1354,Deodorant G,0,7,1,3,2,5,2,2,3,2,5,2,2,2.0
1355,Deodorant G,0,7,0,3,1,4,5,3,5,4,1,5,3,2.0
1356,Deodorant G,0,5,2,5,2,3,4,2,2,2,4,5,2,2.0
1357,Deodorant G,0,7,2,3,1,4,5,2,3,2,5,5,5,2.0
1358,Deodorant G,0,5,2,3,4,5,5,1,3,2,1,4,4,2.0
1359,Deodorant G,0,6,0,5,5,1,4,1,5,3,4,4,5,2.0
1360,Deodorant G,0,7,1,4,1,5,5,4,3,2,5,5,4,2.0
1361,Deodorant G,0,6,2,3,3,2,5,1,3,3,4,3,1,2.0
1362,Deodorant G,0,5,1,3,5,3,4,1,4,2,2,3,1,2.0
1363,Deodorant G,0,6,0,3,1,3,1,5,3,1,3,3,3,2.0
1364,Deodorant G,0,5,1,3,2,4,4,3,5,2,4,4,4,2.0
1365,Deodorant G,0,5,2,4,2,1,4,2,3,4,2,1,5,2.0
1366,Deodorant G,0,5,0,3,2,4,1,1,4,1,5,5,2,2.0
1367,Deodorant G,0,6,1,3,2,2,4,4,3,2,4,4,3,2.0
1368,Deodorant G,0,6,0,3,1,3,5,1,5,4,2,5,4,2.0
1369,Deodorant G,0,7,2,3,4,4,3,1,3,5,4,4,1,2.0
1370,Deodorant G,0,7,1,3,3,5,2,3,4,1,4,5,4,2.0
1371,Deodorant G,0,5,1,3,4,3,4,1,5,2,4,2,1,2.0
1372,Deodorant G,0,7,2,4,3,5,4,2,4,5,5,5,3,2.0
1373,Deodorant G,0,7,0,3,5,5,5,4,1,1,4,5,4,2.0
1374,Deodorant G,0,5,1,3,2,3,5,4,5,2,2,5,1,2.0
1375,Deodorant G,1,4,0,3,3,5,5,3,4,1,5,4,3,2.0
1376,Deodorant G,1,4,0,5,2,4,4,3,4,1,4,2,1,2.0
1377,Deodorant G,0,6,1,4,2,1,4,1,5,3,4,4,3,2.0
1378,Deodorant G,1,3,1,4,5,5,2,2,3,2,2,5,5,2.0
1379,Deodorant G,1,3,1,3,2,4,2,3,5,1,4,4,1,2.0
1380,Deodorant G,0,6,1,4,4,1,3,2,3,1,5,5,1,2.0
1381,Deodorant G,0,6,1,3,2,5,4,3,4,1,2,5,2,2.0
1382,Deodorant G,0,6,0,3,1,5,4,2,3,2,5,1,5,2.0
1383,Deodorant G,0,5,1,3,4,4,5,3,3,5,5,5,3,2.0
1384,Deodorant G,0,5,0,3,4,4,2,4,4,1,5,5,5,2.0
1385,Deodorant G,1,3,1,4,2,4,3,5,2,1,3,5,1,2.0
1386,Deodorant G,0,6,1,5,3,5,4,5,4,2,5,3,4,2.0
1387,Deodorant G,1,4,0,3,5,4,1,1,4,3,2,3,5,2.0
1388,Deodorant G,0,6,3,4,2,3,3,1,5,2,4,3,4,2.0
1389,Deodorant G,0,5,0,3,5,1,4,2,4,2,4,2,5,2.0
1390,Deodorant G,0,5,1,3,1,5,5,3,4,1,3,3,4,2.0
1391,Deodorant G,1,4,3,4,3,1,4,1,2,1,5,4,5,2.0
1392,Deodorant G,1,4,2,3,5,5,4,2,1,4,5,5,2,2.0
1393,Deodorant G,1,4,0,4,2,4,2,5,5,2,4,5,5,2.0
1394,Deodorant G,1,4,1,3,2,4,3,1,4,1,3,4,4,2.0
1395,Deodorant G,1,4,1,3,3,4,5,1,5,3,3,3,5,2.0
1396,Deodorant G,1,4,0,3,2,2,3,3,4,3,5,4,3,2.0
1397,Deodorant G,0,5,2,3,2,2,5,1,2,2,5,4,5,2.0
1398,Deodorant G,0,5,2,3,3,4,3,3,3,2,2,2,4,2.0
1399,Deodorant G,0,7,1,3,3,2,5,3,2,2,5,5,3,2.0
1400,Deodorant G,0,5,0,5,4,5,4,2,1,2,4,2,2,2.0
1401,Deodorant G,0,6,0,3,1,5,4,1,4,1,3,1,2,2.0
1402,Deodorant G,0,5,1,5,3,3,2,1,4,2,3,4,5,2.0
1403,Deodorant G,0,7,1,3,3,2,2,2,3,3,4,5,3,2.0
1404,Deodorant G,1,4,1,3,3,5,4,2,2,1,5,4,5,2.0
